date,time,abbreviation_canton_and_fl,ncumul_tested,ncumul_conf,new_hosp,current_hosp,current_icu,current_vent,ncumul_released,ncumul_deceased,source,current_isolated,current_quarantined,current_quarantined_riskareatravel,current_quarantined_total,ncumul_ICF,TotalPosTests1,ninst_ICU_intub,ncumul_confirmed_non_resident,current_hosp_non_resident,diff_tested,current_hosp_resident
2020-05-08,13:30,GL,,125.0,,2.0,,,,12.0,https://www.gl.ch/public/upload/assets/30317/COVID-19_Fallzahlen_Kanton_Glarus.xlsx,,,,,,,,,,,
2020-05-08,,GR,,819.0,,13.0,6.0,5.0,,46.0,https://services1.arcgis.com/YAuo6vcW85VPu7OE/arcgis/rest/services/Fallzahlen_Total_Kanton/FeatureServer/0/query?where=1%3D1&objectIds=&time=&resultType=none&outFields=*&returnHiddenFields=false&returnIdsOnly=false&returnUniqueIdsOnly=false&returnCountOnly=false&returnDistinctValues=false&cacheHint=false&orderByFields=Eingangs_Datum&groupByFieldsForStatistics=&outStatistics=&having=&resultOffset=&resultRecordCount=&sqlFormat=standard&f=pjson,0.0,0.0,,,,,,,,,
2020-05-08,,JU,,202.0,,6.0,4.0,,,7.0,https://www.jura.ch/Htdocs/Files/v/35072.xlsx/Departements/CHA/SIC/Carrousel/Coronavirus/Cornavirus/Chiffres/donnees_internet_20_08.xlsx?download=1,,,,,,,,,,,
2020-05-08,,LU,,713.0,,28.0,6.0,,,19.0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,,,,,,,,,,,
2020-05-08,,NE,,710.0,,16.0,2.0,2.0,,82.0,https://www.ne.ch/autorites/DFS/SCSP/medecin-cantonal/maladies-vaccinations/Documents/Covid-19-Statistiques/COVID19_PublicationInternet.xlsx,,,,,,,,,,,
2020-05-08,,NW,,115.0,,0.0,0.0,,,3.0,http://www.nw.ch/coronastatistik,,,,,,,,,,,
2020-05-08,00:00,OW,,79.0,,0.0,,,,0.0,https://www.ow.ch/dl.php/de/5f3e7937edceb/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,,,,,,,,,,,
2020-05-08,,SG,,798.0,,,,,,35.0,https://www.sg.ch/tools/informationen-coronavirus.html,,,,,,,,,,,
2020-05-08,09:30,SH,,76.0,,4.0,3.0,,,6.0,https://sh.ch/CMS/get/file/52dfb41c-1b35-4b82-9ef9-5d21c791a77c,,,,,,,,,,,
2020-05-08,00:00,SO,,407.0,,11.0,,,,15.0,https://corona.so.ch/index.php?id=27979,,,,,,,,,,,
2020-05-08,10:00,SZ,,305.0,,,,,267.0,23.0,https://www.sz.ch/public/upload/assets/48221/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,,,,,,,,,,,
2020-05-08,10:00,TG,,374.0,0.0,9.0,5.0,,59.0,17.0,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,,,,,,,,,
2020-05-08,08:00,TI,,3257.0,,92.0,13.0,11.0,829.0,334.0,https://www4.ti.ch/fileadmin/DSS/DSP/UMC/malattie_infettive/Coronavirus/dati/COVID19_Dati_TI_per_github.xlsx,,,,,,,,,,,
2020-05-08,14:00,UR,,92.0,,3.0,,,75.0,7.0,https://www.ur.ch/themen/2962,,,,,,,,,,,
2020-05-08,,VD,,5368.0,,70.0,16.0,,,417.0,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,,,,,,,,,,,
2020-05-08,,VS,,1915.0,1.0,38.0,9.0,5.0,258.0,148.0,https://www.vs.ch/de/web/coronavirus,,,,,,,,,,,
2020-05-08,08:00,ZG,,192.0,,2.0,1.0,,144.0,8.0,https://www.zg.ch/behoerden/gesundheitsdirektion/statistikfachstelle/themen/gesundheit/corona,8.0,20.0,,20.0,,,,,,,
2020-05-08,14:30,ZH,,3525.0,,47.0,,5.0,,125.0,https://www.zh.ch/de/gesundheit/coronavirus.html,,,,,,,,,,,
2020-05-09,,AG,,1153.0,,,,,,,https://www.ag.ch/media/kanton_aargau/themen_1/coronavirus_1/lagebulletins/200511_KFS_Coronavirus_Lagebulletin_51.pdf,,,,,,,,,,,
2020-05-09,09:00,AI,,25.0,,,,,,0.0,https://www.ai.ch/themen/gesundheit-alter-und-soziales/gesundheitsfoerderung-und-praevention/uebertragbare-krankheiten/coronavirus,,,,,,,,,,,
2020-05-09,08:00,BE,,1825.0,,36.0,7.0,6.0,,92.0,https://www.besondere-lage.sites.be.ch/besondere-lage_sites/de/index/corona/index.html,,,,,,,,,,,
2020-05-09,,BL,,835.0,,3.0,1.0,1.0,783.0,34.0,https://www.baselland.ch/politik-und-behorden/direktionen/volkswirtschafts-und-gesundheitsdirektion/amt-fur-gesundheit/medizinische-dienste/kantonsarztlicher-dienst/aktuelles/covid-19-faelle-kanton-basel-landschaft,,,,,,,,,,,
2020-05-09,09:00,BS,,967.0,,16.0,3.0,,881.0,50.0,https://www.gd.bs.ch//nm/2020-tagesbulletin-coronavirus-970-bestaetigte-faelle-im-kanton-basel-stadt-gd.html,,,,,,,,,,,
2020-05-09,,FL,,82.0,,,,,81.0,1.0,https://www.llv.li/files/ag/aktuelle-fallzahlen.pdf,,,,,,,,,,,
2020-05-09,,FR,,1121.0,,30.0,5.0,,134.0,82.0,https://www.fr.ch/sites/default/files/2020-08/200821_statistiques_situation_COVID_site.xlsx,,,,,,,,,,,
2020-05-09,,GE,29033.0,5269.0,4.0,199.0,9.0,7.0,700.0,283.0,https://www.ge.ch/document/21502/telecharger,54.0,82.0,,,11.0,,,,,,
2020-05-09,13:00,GL,,126.0,,2.0,,,,12.0,https://www.gl.ch/public/upload/assets/30317/COVID-19_Fallzahlen_Kanton_Glarus.xlsx,,,,,,,,,,,
2020-05-09,,GR,,820.0,,13.0,6.0,5.0,,46.0,https://services1.arcgis.com/YAuo6vcW85VPu7OE/arcgis/rest/services/Fallzahlen_Total_Kanton/FeatureServer/0/query?where=1%3D1&objectIds=&time=&resultType=none&outFields=*&returnHiddenFields=false&returnIdsOnly=false&returnUniqueIdsOnly=false&returnCountOnly=false&returnDistinctValues=false&cacheHint=false&orderByFields=Eingangs_Datum&groupByFieldsForStatistics=&outStatistics=&having=&resultOffset=&resultRecordCount=&sqlFormat=standard&f=pjson,0.0,0.0,,,,,,,,,
2020-05-09,,JU,,202.0,,6.0,4.0,,,7.0,https://www.jura.ch/Htdocs/Files/v/35072.xlsx/Departements/CHA/SIC/Carrousel/Coronavirus/Cornavirus/Chiffres/donnees_internet_20_08.xlsx?download=1,,,,,,,,,,,
2020-05-09,,LU,,713.0,,,,,,19.0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,,,,,,,,,,,
2020-05-09,,NE,,710.0,,17.0,2.0,1.0,,82.0,https://www.ne.ch/autorites/DFS/SCSP/medecin-cantonal/maladies-vaccinations/Documents/Covid-19-Statistiques/COVID19_PublicationInternet.xlsx,,,,,,,,,,,
2020-05-09,,NW,,115.0,,1.0,0.0,,,3.0,http://www.nw.ch/coronastatistik,,,,,,,,,,,
2020-05-09,09:30,SH,,76.0,,5.0,3.0,,,6.0,https://sh.ch/CMS/get/file/52dfb41c-1b35-4b82-9ef9-5d21c791a77c,,,,,,,,,,,
2020-05-09,00:01,SZ,,306.0,,,,,268.0,23.0,https://www.sz.ch/public/upload/assets/48221/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,,,,,,,,,,,
2020-05-09,10:00,TG,,376.0,0.0,8.0,5.0,,60.0,17.0,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,,,,,,,,,
2020-05-09,08:00,TI,,3260.0,,81.0,12.0,10.0,843.0,338.0,https://www4.ti.ch/fileadmin/DSS/DSP/UMC/malattie_infettive/Coronavirus/dati/COVID19_Dati_TI_per_github.xlsx,,,,,,,,,,,
2020-05-09,14:00,UR,,92.0,,3.0,,,75.0,7.0,https://www.ur.ch/themen/2962,,,,,,,,,,,
2020-05-09,,VD,,5375.0,,72.0,16.0,,,417.0,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,,,,,,,,,,,
2020-05-09,,VS,,1916.0,0.0,37.0,10.0,7.0,259.0,148.0,https://www.vs.ch/de/web/coronavirus,,,,,,,,,,,
2020-05-09,08:00,ZG,,193.0,,2.0,1.0,,152.0,8.0,https://www.zg.ch/behoerden/gesundheitsdirektion/statistikfachstelle/themen/gesundheit/corona,7.0,17.0,,17.0,,,,,,,
2020-05-09,14:30,ZH,,3530.0,,37.0,,5.0,,126.0,https://www.zh.ch/de/gesundheit/coronavirus.html,,,,,,,,,,,
2020-05-10,,AG,,1156.0,,,,,,,https://www.ag.ch/media/kanton_aargau/themen_1/coronavirus_1/lagebulletins/200511_KFS_Coronavirus_Lagebulletin_51.pdf,,,,,,,,,,,
2020-05-10,08:00,BE,,1832.0,,36.0,7.0,6.0,,92.0,https://www.besondere-lage.sites.be.ch/besondere-lage_sites/de/index/corona/index.html,,,,,,,,,,,
2020-05-10,,BL,,836.0,,2.0,1.0,1.0,785.0,34.0,https://www.baselland.ch/politik-und-behorden/direktionen/volkswirtschafts-und-gesundheitsdirektion/amt-fur-gesundheit/medizinische-dienste/kantonsarztlicher-dienst/aktuelles/covid-19-faelle-kanton-basel-landschaft,,,,,,,,,,,
2020-05-10,09:00,BS,,968.0,,14.0,3.0,,882.0,50.0,https://www.gd.bs.ch//nm/2020-tagesbulletin-coronavirus-970-bestaetigte-faelle-im-kanton-basel-stadt-gd.html,,,,,,,,,,,
2020-05-10,,FL,,82.0,,,,,81.0,1.0,https://www.llv.li/files/ag/aktuelle-fallzahlen.pdf,,,,,,,,,,,
2020-05-10,,FR,,1126.0,,26.0,4.0,,137.0,83.0,https://www.fr.ch/sites/default/files/2020-08/200821_statistiques_situation_COVID_site.xlsx,,,,,,,,,,,
2020-05-10,,GE,29205.0,5270.0,1.0,198.0,8.0,7.0,707.0,285.0,https://www.ge.ch/document/21502/telecharger,52.0,76.0,,,13.0,,,,,,
2020-05-10,13:00,GL,,126.0,,3.0,,,,12.0,https://www.gl.ch/public/upload/assets/30317/COVID-19_Fallzahlen_Kanton_Glarus.xlsx,,,,,,,,,,,
2020-05-10,,GR,,820.0,,11.0,5.0,5.0,,47.0,https://services1.arcgis.com/YAuo6vcW85VPu7OE/arcgis/rest/services/Fallzahlen_Total_Kanton/FeatureServer/0/query?where=1%3D1&objectIds=&time=&resultType=none&outFields=*&returnHiddenFields=false&returnIdsOnly=false&returnUniqueIdsOnly=false&returnCountOnly=false&returnDistinctValues=false&cacheHint=false&orderByFields=Eingangs_Datum&groupByFieldsForStatistics=&outStatistics=&having=&resultOffset=&resultRecordCount=&sqlFormat=standard&f=pjson,0.0,0.0,,,,,,,,,
2020-05-10,,JU,,202.0,,6.0,4.0,,,7.0,https://www.jura.ch/Htdocs/Files/v/35072.xlsx/Departements/CHA/SIC/Carrousel/Coronavirus/Cornavirus/Chiffres/donnees_internet_20_08.xlsx?download=1,,,,,,,,,,,
2020-05-10,,LU,,713.0,,,,,,19.0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,,,,,,,,,,,
2020-05-10,,NE,,712.0,,13.0,1.0,1.0,,82.0,https://www.ne.ch/autorites/DFS/SCSP/medecin-cantonal/maladies-vaccinations/Documents/Covid-19-Statistiques/COVID19_PublicationInternet.xlsx,,,,,,,,,,,
2020-05-10,,NW,,115.0,,1.0,0.0,,,3.0,http://www.nw.ch/coronastatistik,,,,,,,,,,,
2020-05-10,09:30,SH,,78.0,,6.0,3.0,,,6.0,https://sh.ch/CMS/get/file/52dfb41c-1b35-4b82-9ef9-5d21c791a77c,,,,,,,,,,,
2020-05-10,10:00,TG,,376.0,0.0,8.0,5.0,,60.0,17.0,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,,,,,,,,,
2020-05-10,08:00,TI,,3265.0,,77.0,10.0,9.0,847.0,340.0,https://www4.ti.ch/fileadmin/DSS/DSP/UMC/malattie_infettive/Coronavirus/dati/COVID19_Dati_TI_per_github.xlsx,,,,,,,,,,,
2020-05-10,14:00,UR,,92.0,,3.0,,,75.0,7.0,https://www.ur.ch/themen/2962,,,,,,,,,,,
2020-05-10,,VD,,5376.0,,71.0,15.0,,,420.0,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,,,,,,,,,,,
2020-05-10,,VS,,1917.0,1.0,38.0,10.0,7.0,259.0,148.0,https://www.vs.ch/de/web/coronavirus,,,,,,,,,,,
2020-05-10,08:00,ZG,,193.0,,1.0,1.0,,152.0,8.0,https://www.zg.ch/behoerden/gesundheitsdirektion/statistikfachstelle/themen/gesundheit/corona,7.0,17.0,,17.0,,,,,,,
2020-05-10,14:30,ZH,,3533.0,,40.0,,5.0,,126.0,https://www.zh.ch/de/gesundheit/coronavirus.html,,,,,,,,,,,
2020-05-11,14:45,AG,,1166.0,,14.0,2.0,2.0,1030.0,38.0,https://www.ag.ch/de/themen_1/coronavirus_2/lagebulletins/lagebulletins_1.jsp,,,,,,,,,,,
2020-05-11,17:00,AI,,25.0,,,,,,0.0,https://www.ai.ch/themen/gesundheit-alter-und-soziales/gesundheitsfoerderung-und-praevention/uebertragbare-krankheiten/coronavirus,,,,,,,,,,,
2020-05-11,09:00,AR,,98.0,,7.0,2.0,,,3.0,https://www.ar.ch/verwaltung/departement-gesundheit-und-soziales/amt-fuer-gesundheit/informationsseite-coronavirus/,,,,,,,,,,,
2020-05-11,08:00,BE,,1835.0,,36.0,7.0,6.0,,92.0,https://www.besondere-lage.sites.be.ch/besondere-lage_sites/de/index/corona/index.html,,,,,,,,,,,
2020-05-11,,BL,,836.0,,3.0,1.0,1.0,785.0,34.0,https://www.baselland.ch/politik-und-behorden/direktionen/volkswirtschafts-und-gesundheitsdirektion/amt-fur-gesundheit/medizinische-dienste/kantonsarztlicher-dienst/aktuelles/covid-19-faelle-kanton-basel-landschaft,0.0,0.0,0.0,0.0,,,,,,,
2020-05-11,09:00,BS,,970.0,,14.0,3.0,,884.0,50.0,https://www.gd.bs.ch//nm/2020-tagesbulletin-coronavirus-970-bestaetigte-faelle-im-kanton-basel-stadt-gd.html,,,,,,,,505.0,,,
2020-05-11,,FL,,82.0,,,,,81.0,1.0,https://www.llv.li/files/ag/aktuelle-fallzahlen.pdf,,,,,,,,,,,
2020-05-11,,FR,,1129.0,,26.0,5.0,,137.0,83.0,https://www.fr.ch/sites/default/files/2020-08/200821_statistiques_situation_COVID_site.xlsx,,,,,,,,,,,
2020-05-11,,GE,29569.0,5275.0,3.0,196.0,7.0,6.0,709.0,285.0,https://www.ge.ch/document/21502/telecharger,47.0,68.0,,,12.0,,,,,,
2020-05-11,13:00,GL,,127.0,,2.0,,,,12.0,https://www.gl.ch/public/upload/assets/30317/COVID-19_Fallzahlen_Kanton_Glarus.xlsx,,,,,,,,,,,
2020-05-11,,GR,,820.0,,12.0,5.0,5.0,,47.0,https://services1.arcgis.com/YAuo6vcW85VPu7OE/arcgis/rest/services/Fallzahlen_Total_Kanton/FeatureServer/0/query?where=1%3D1&objectIds=&time=&resultType=none&outFields=*&returnHiddenFields=false&returnIdsOnly=false&returnUniqueIdsOnly=false&returnCountOnly=false&returnDistinctValues=false&cacheHint=false&orderByFields=Eingangs_Datum&groupByFieldsForStatistics=&outStatistics=&having=&resultOffset=&resultRecordCount=&sqlFormat=standard&f=pjson,0.0,0.0,,,,,,,,,
2020-05-11,,JU,,202.0,,4.0,3.0,,,7.0,https://www.jura.ch/Htdocs/Files/v/35072.xlsx/Departements/CHA/SIC/Carrousel/Coronavirus/Cornavirus/Chiffres/donnees_internet_20_08.xlsx?download=1,,,,,,,,,,,
2020-05-11,,LU,,713.0,,29.0,5.0,,,19.0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,,,,,,,,,,,
2020-05-11,,NE,,714.0,,13.0,1.0,1.0,,82.0,https://www.ne.ch/autorites/DFS/SCSP/medecin-cantonal/maladies-vaccinations/Documents/Covid-19-Statistiques/COVID19_PublicationInternet.xlsx,,,,,,,,,,,
2020-05-11,,NW,,117.0,,0.0,0.0,,,3.0,http://www.nw.ch/coronastatistik,,,,,,,,,,,
2020-05-11,00:00,OW,,79.0,,0.0,,,,0.0,https://www.ow.ch/dl.php/de/5f3e7937edceb/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,,,,,,,,,,,
2020-05-11,,SG,,801.0,,22.0,1.0,,210.0,36.0,https://www.sg.ch/tools/informationen-coronavirus.html,,,,,,,,,,,
2020-05-11,09:30,SH,,78.0,,4.0,3.0,,,6.0,https://sh.ch/CMS/get/file/52dfb41c-1b35-4b82-9ef9-5d21c791a77c,,,,,,,,,,,
2020-05-11,00:00,SO,,420.0,,7.0,,,,15.0,https://corona.so.ch/index.php?id=27979,,,,,,,,,,,
2020-05-11,10:00,SZ,,306.0,,,,,272.0,23.0,https://www.sz.ch/public/upload/assets/48221/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,,,,,,,,,,,
2020-05-11,10:00,TG,,376.0,0.0,8.0,5.0,,60.0,17.0,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,,,,,,,,,
2020-05-11,08:00,TI,,3268.0,,80.0,10.0,8.0,847.0,340.0,https://www4.ti.ch/fileadmin/DSS/DSP/UMC/malattie_infettive/Coronavirus/dati/COVID19_Dati_TI_per_github.xlsx,,,,,,,,,,,
2020-05-11,14:00,UR,,92.0,,1.0,,,75.0,7.0,https://www.ur.ch/themen/2962,,,,,,,,,,,
2020-05-11,,VD,,5383.0,,73.0,15.0,,,420.0,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,,,,,,,,,,,
2020-05-11,,VS,,1921.0,1.0,38.0,10.0,7.0,259.0,150.0,https://www.vs.ch/de/web/coronavirus,,,,,,,,,,,
2020-05-11,08:00,ZG,,193.0,,1.0,1.0,,152.0,8.0,https://www.zg.ch/behoerden/gesundheitsdirektion/statistikfachstelle/themen/gesundheit/corona,7.0,17.0,,17.0,,,,,,,
2020-05-11,14:30,ZH,,3538.0,,44.0,,5.0,,126.0,https://www.zh.ch/de/gesundheit/coronavirus.html,,,,,,,,,,,
2020-05-12,14:45,AG,,1168.0,,9.0,2.0,2.0,1040.0,42.0,https://www.ag.ch/de/themen_1/coronavirus_2/lagebulletins/lagebulletins_1.jsp,,,,,,,,,,,
2020-05-12,11:00,AI,,25.0,,,,,,0.0,https://www.ai.ch/themen/gesundheit-alter-und-soziales/gesundheitsfoerderung-und-praevention/uebertragbare-krankheiten/coronavirus,,,,,,,,,,,
2020-05-12,12:00,AR,,98.0,,5.0,2.0,,,3.0,https://www.ar.ch/verwaltung/departement-gesundheit-und-soziales/amt-fuer-gesundheit/informationsseite-coronavirus/,,,,,,,,,,,
2020-05-12,08:00,BE,,1840.0,,35.0,6.0,5.0,,93.0,https://www.besondere-lage.sites.be.ch/besondere-lage_sites/de/index/corona/index.html,,,,,,,,,,,
2020-05-12,,BL,,837.0,,3.0,1.0,1.0,789.0,34.0,https://www.baselland.ch/politik-und-behorden/direktionen/volkswirtschafts-und-gesundheitsdirektion/amt-fur-gesundheit/medizinische-dienste/kantonsarztlicher-dienst/aktuelles/covid-19-faelle-kanton-basel-landschaft,2.0,1.0,0.0,1.0,,,,,,,
2020-05-12,09:50,BS,,970.0,,15.0,3.0,,892.0,50.0,https://www.gd.bs.ch//nm/2020-tagesbulletin-coronavirus-970-bestaetigte-faelle-im-kanton-basel-stadt-gd-2.html,,,,,,,,505.0,,,
2020-05-12,,FL,,82.0,,,,,81.0,1.0,https://www.llv.li/files/ag/aktuelle-fallzahlen.pdf,,,,,,,,,,,
2020-05-12,,FR,,1138.0,,26.0,6.0,,138.0,83.0,https://www.fr.ch/sites/default/files/2020-08/200821_statistiques_situation_COVID_site.xlsx,,,,,,,,,,,
2020-05-12,,GE,30070.0,5285.0,2.0,193.0,5.0,5.0,711.0,286.0,https://www.ge.ch/document/21502/telecharger,40.0,56.0,,,12.0,,,,,,
2020-05-12,13:30,GL,,127.0,,2.0,,,,12.0,https://www.gl.ch/public/upload/assets/30317/COVID-19_Fallzahlen_Kanton_Glarus.xlsx,,,,,,,,,,,
2020-05-12,,GR,,821.0,,12.0,5.0,5.0,,47.0,https://services1.arcgis.com/YAuo6vcW85VPu7OE/arcgis/rest/services/Fallzahlen_Total_Kanton/FeatureServer/0/query?where=1%3D1&objectIds=&time=&resultType=none&outFields=*&returnHiddenFields=false&returnIdsOnly=false&returnUniqueIdsOnly=false&returnCountOnly=false&returnDistinctValues=false&cacheHint=false&orderByFields=Eingangs_Datum&groupByFieldsForStatistics=&outStatistics=&having=&resultOffset=&resultRecordCount=&sqlFormat=standard&f=pjson,0.0,0.0,,,,,,,,,
2020-05-12,,JU,,202.0,,4.0,3.0,,,7.0,https://www.jura.ch/Htdocs/Files/v/35072.xlsx/Departements/CHA/SIC/Carrousel/Coronavirus/Cornavirus/Chiffres/donnees_internet_20_08.xlsx?download=1,,,,,,,,,,,
2020-05-12,,LU,,715.0,,32.0,5.0,,,19.0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,,,,,,,,,,,
2020-05-12,,NE,,716.0,,13.0,1.0,1.0,,82.0,https://www.ne.ch/autorites/DFS/SCSP/medecin-cantonal/maladies-vaccinations/Documents/Covid-19-Statistiques/COVID19_PublicationInternet.xlsx,,,,,,,,,,,
2020-05-12,,NW,,118.0,,0.0,0.0,,,3.0,http://www.nw.ch/coronastatistik,,,,,,,,,,,
2020-05-12,00:00,OW,,79.0,,0.0,,,,0.0,https://www.ow.ch/dl.php/de/5f3e7937edceb/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,,,,,,,,,,,
2020-05-12,,SG,,802.0,,,,,,36.0,https://www.sg.ch/tools/informationen-coronavirus.html,,,,,,,,,,,
2020-05-12,09:30,SH,,78.0,,8.0,3.0,,,6.0,https://sh.ch/CMS/get/file/52dfb41c-1b35-4b82-9ef9-5d21c791a77c,,,,,,,,,,,
2020-05-12,00:00,SO,,421.0,,12.0,,,,15.0,https://corona.so.ch/index.php?id=27979,,,,,,,,,,,
2020-05-12,10:00,SZ,,306.0,,,,,277.0,23.0,https://www.sz.ch/public/upload/assets/48221/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,,,,,,,,,,,
2020-05-12,10:00,TG,,376.0,1.0,9.0,5.0,,60.0,17.0,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,,,,,,,,,
2020-05-12,08:00,TI,,3268.0,,79.0,9.0,7.0,849.0,340.0,https://www4.ti.ch/fileadmin/DSS/DSP/UMC/malattie_infettive/Coronavirus/dati/COVID19_Dati_TI_per_github.xlsx,,,,,,,,,,,
2020-05-12,16:30,UR,,92.0,,3.0,,,75.0,7.0,https://www.ur.ch/themen/2962,,,,,,,,,,,
2020-05-12,,VD,,5393.0,,71.0,13.0,,,420.0,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,,,,,,,,,,,
2020-05-12,,VS,,1921.0,0.0,34.0,8.0,7.0,263.0,150.0,https://www.vs.ch/de/web/coronavirus,,,,,,,,,,,
2020-05-12,08:00,ZG,,194.0,,1.0,1.0,,159.0,8.0,https://www.zg.ch/behoerden/gesundheitsdirektion/statistikfachstelle/themen/gesundheit/corona,8.0,18.0,,18.0,,,,,,,
2020-05-12,14:30,ZH,,3540.0,,44.0,,7.0,,126.0,https://www.zh.ch/de/gesundheit/coronavirus.html,,,,,,,,,,,
2020-05-13,14:45,AG,,1173.0,,8.0,1.0,1.0,1045.0,42.0,https://www.ag.ch/de/themen_1/coronavirus_2/lagebulletins/lagebulletins_1.jsp,,,,,,,,,,,
2020-05-13,08:00,BE,,1843.0,,34.0,7.0,6.0,,94.0,https://www.besondere-lage.sites.be.ch/besondere-lage_sites/de/index/corona/index.html,,,,,,,,,,,
2020-05-13,,BL,,837.0,,2.0,1.0,0.0,789.0,34.0,https://www.baselland.ch/politik-und-behorden/direktionen/volkswirtschafts-und-gesundheitsdirektion/amt-fur-gesundheit/medizinische-dienste/kantonsarztlicher-dienst/aktuelles/covid-19-faelle-kanton-basel-landschaft,2.0,1.0,0.0,1.0,,,,,,,
2020-05-13,08:30,BS,,970.0,,12.0,3.0,,894.0,50.0,https://www.gd.bs.ch//nm/2020-tagesbulletin-coronavirus-970-bestaetigte-faelle-im-kanton-basel-stadt-gd-3.html,,,,,,,,505.0,,,
2020-05-13,,FL,,82.0,,,,,81.0,1.0,https://www.llv.li/files/ag/aktuelle-fallzahlen.pdf,,,,,,,,,,,
2020-05-13,,FR,,1141.0,,25.0,5.0,,139.0,84.0,https://www.fr.ch/sites/default/files/2020-08/200821_statistiques_situation_COVID_site.xlsx,,,,,,,,,,,
2020-05-13,,GE,30511.0,5289.0,5.0,186.0,6.0,6.0,722.0,287.0,https://www.ge.ch/document/21502/telecharger,39.0,65.0,,,10.0,,,,,,
2020-05-13,12:00,GL,,127.0,,2.0,,,,12.0,https://www.gl.ch/public/upload/assets/30317/COVID-19_Fallzahlen_Kanton_Glarus.xlsx,,,,,,,,,,,
2020-05-13,,GR,,822.0,,11.0,5.0,5.0,,47.0,https://services1.arcgis.com/YAuo6vcW85VPu7OE/arcgis/rest/services/Fallzahlen_Total_Kanton/FeatureServer/0/query?where=1%3D1&objectIds=&time=&resultType=none&outFields=*&returnHiddenFields=false&returnIdsOnly=false&returnUniqueIdsOnly=false&returnCountOnly=false&returnDistinctValues=false&cacheHint=false&orderByFields=Eingangs_Datum&groupByFieldsForStatistics=&outStatistics=&having=&resultOffset=&resultRecordCount=&sqlFormat=standard&f=pjson,1.0,3.0,,,,,,,,,
2020-05-13,,JU,,202.0,,2.0,2.0,,,7.0,https://www.jura.ch/Htdocs/Files/v/35072.xlsx/Departements/CHA/SIC/Carrousel/Coronavirus/Cornavirus/Chiffres/donnees_internet_20_08.xlsx?download=1,,,,,,,,,,,
2020-05-13,,LU,,715.0,,29.0,4.0,,,19.0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,,,,,,,,,,,
2020-05-13,,NE,,716.0,,12.0,1.0,1.0,,82.0,https://www.ne.ch/autorites/DFS/SCSP/medecin-cantonal/maladies-vaccinations/Documents/Covid-19-Statistiques/COVID19_PublicationInternet.xlsx,,,,,,,,,,,
2020-05-13,,NW,,120.0,,0.0,0.0,,,3.0,http://www.nw.ch/coronastatistik,,,,,,,,,,,
2020-05-13,00:00,OW,,79.0,,0.0,,,,0.0,https://www.ow.ch/dl.php/de/5f3e7937edceb/OW-1103775-v1-Statistik_OW_Covid-19.XLSX,,,,,,,,,,,
2020-05-13,,SG,,802.0,,10.0,2.0,,215.0,36.0,https://www.sg.ch/tools/informationen-coronavirus.html,,,,,,,,,,,
2020-05-13,09:30,SH,,78.0,,6.0,3.0,,,6.0,https://sh.ch/CMS/get/file/52dfb41c-1b35-4b82-9ef9-5d21c791a77c,,,,,,,,,,,
2020-05-13,00:00,SO,,423.0,,12.0,,,,15.0,https://corona.so.ch/index.php?id=27979,,,,,,,,,,,
2020-05-13,10:00,SZ,,306.0,,,,,277.0,23.0,https://www.sz.ch/public/upload/assets/48221/COVID-19_Fallzahlen_Kanton_Schwyz.xlsx,,,,,,,,,,,
2020-05-13,10:00,TG,,376.0,0.0,7.0,4.0,,62.0,17.0,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,,,,,,,,,
