date,time,abbreviation_canton,tests_performed,total_positive_cases,new_hosp,total_hospitalized,intensive_care,ncumul_vent,released,deaths,source,ncumul_confirmed_non_resident,current_hosp_non_resident,TotalPosTests1,ninst_ICU_intub,ncumul_ICF,ncumul_deceased_suspect,lat,long,name_canton,number_canton,new_positive_cases,new_deaths,total_currently_positive_per_100k,deaths_per_100k
2020-03-30,11:00,LU,,351,0,,,,,6,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,,,,,,,47.067763,8.1102,Luzern,03,12,1,86.35,1.476
2020-03-30,14:00,NE,,378,-3,57,12,6.0,,21,https://www.ne.ch/autorites/DFS/SCSP/medecin-cantonal/maladies-vaccinations/Documents/Covid-19-Statistiques/COVID19_PublicationInternet.pdf,,,,,,,46.995534,6.780126,Neuchâtel,24,32,3,212.36,11.798
2020-03-30,17:15,NW,,63,0,,,,,,https://www.nw.ch/gesundheitsamtdienste/6044,,,,,,,46.926755,8.405302,Nidwalden,07,4,0,146.51,
2020-03-30,03:00,OW,6,46,0,,,,,,https://www.ow.ch/de/verwaltung/dienstleistungen/?dienst_id=5962,,,,,,,46.804527,8.144317000000001,Obwalden,06,9,0,122.34,
2020-03-30,03:00,SG,,389,0,,,,,5,https://www.sg.ch/tools/informationen-coronavirus.html,,,,,,,47.1832,9.274744,St. Gallen,17,24,0,77.08,0.991
2020-03-30,07:00,SH,,41,0,,,,,,https://sh.ch/CMS/Webseite/Kanton-Schaffhausen/Beh-rde/Verwaltung/Departement-des-Innern/Gesundheitsamt-3209198-DE.html,,,,,,,47.71357,8.59167,Schaffhausen,14,1,0,50.37,
2020-03-30,03:00,SZ,10,135,0,1,,,33,2,https://www.sz.ch/behoerden/information-medien/medienmitteilungen/coronavirus.html/72-416-412-1379-6948,,,,,,,47.061787,8.756585,Schwyz,05,7,0,85.82,1.271
2020-03-30,03:00,TG,276,148,0,,,,,2,https://www.tg.ch/news/fachdossier-coronavirus.html/10552,,,,,,,47.568715,9.091957,Thurgau,01,10,0,54.05,0.73
2020-03-30,08:00,TI,,1962,13,415,75,61.0,,105,https://www4.ti.ch/area-media/comunicati/dettaglio-comunicato/?NEWS_ID=187546&tx_tichareamedia_comunicazioni%5Baction%5D=show&tx_tichareamedia_comunicazioni%5Bcontroller%5D=Comunicazioni&cHash=1465eace9ac68357130a7327d0c9b8f9,,,,61.0,,,46.295617,8.808924,Ticino,21,125,12,554.71,29.686
2020-03-30,03:00,UR,85,53,0,7,,,9,,https://www.ur.ch/themen/2920,,,,,,,46.771849,8.628586,Uri,04,3,0,146.01,
2020-03-30,03:00,VD,,3272,4,380,73,,223,77,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,,,,,,,46.570091,6.557809000000001,Vaud,22,104,11,412.56,9.709
2020-03-30,15:00,VS,,1000,10,122,21,16.0,3,26,https://www.vs.ch/documents/6756452/7008787/Sit%20Epid%20-%20%C3%89tat%20Stand%2030.03.2020.pdf,,,,,,,46.209567,7.604659,Valais/Wallis,23,36,5,292.83,7.613
2020-03-30,08:00,ZG,,112,1,13,5,,29,1,https://www.zg.ch/behoerden/gesundheitsdirektion/amt-fuer-gesundheit/corona,,,,,,,47.157296,8.537294,Zug,09,11,0,89.31,0.797
2020-03-30,14:30,ZH,,1862,3,197,,46.0,,24,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,,,,,,47.41275,8.65508,Zürich,01,126,2,123.78,1.595
2020-03-31,15:00,AG,,499,-9,85,25,25.0,4,11,https://www.ag.ch/media/kanton_aargau/themen_1/coronavirus_1/lagebulletins/200331_KFS_Coronavirus_Lagebulletin_23.pdf,,,,,,,47.40966,8.15688,Aargau,01,18,3,74.37,1.639
2020-03-31,12:00,AI,,14,0,1,,,,,https://www.ai.ch/themen/gesundheit-alter-und-soziales/gesundheitsfoerderung-und-praevention/uebertragbare-krankheiten/coronavirus,,,,,,,47.317264,9.416754,Appenzell Innerrhoden,16,0,0,86.96,
2020-03-31,16:00,AR,,58,0,6,,,,2,https://www.ar.ch/verwaltung/departement-gesundheit-und-soziales/amt-fuer-gesundheit/informationsseite-coronavirus/,,,,,,,47.416351999999996,9.36791,Appenzell Ausserrhoden,15,8,0,105.07,3.623
2020-03-31,08:00,BE,,856,-1,111,23,18.0,,16,https://www.besondere-lage.sites.be.ch/besondere-lage_sites/de/index/corona/index.html,,,,,,,46.823608,7.636667,Bern/Berne,02,30,3,83.02,1.552
2020-03-31,03:00,BL,,561,2,88,18,16.0,242,10,https://www.baselland.ch/politik-und-behorden/direktionen/volkswirtschafts-und-gesundheitsdirektion/amt-fur-gesundheit/medizinische-dienste/kantonsarztlicher-dienst/aktuelles/covid-19-faelle-kanton-basel-landschaft,,,,,,,47.45176,7.702414,Basel-Landschaft,13,22,3,195.47,3.484
2020-03-31,10:00,BS,235,657,15,105,15,,292,16,https://www.coronavirus.bs.ch/nm/2020-tagesbulletin-coronavirus-628-bestaetigte-faelle-im-kanton-basel-stadt-gd.html https://www.coronavirus.bs.ch/nm/2020-tagesbulletin-coronavirus-691-bestaetigte-faelle-im-kanton-basel-stadt-gd.html,381.0,23.0,,,,,47.564869,7.615259,Basel-Stadt,12,36,1,338.83,8.252
2020-03-31,03:00,FL,900,68,0,,,,1,,https://www.regierung.li/media/attachments/160-coronavirus-68-personen-positiv.pdf?t=637212737830081294,,,,,,,47.166667,9.509722,Fürstentum Lichtenstein,00,4,0,176.17,
2020-03-31,03:00,FR,30,491,0,77,20,,,20,https://www.fr.ch/covid19/sante/covid-19/coronavirus-statistiques-evolution-de-la-situation-dans-le-canton,,,,,,,46.718391,7.074008,Fribourg,10,14,3,155.82,6.347
2020-03-31,12:00,GE,11780,2944,23,405,64,49.0,241,61,https://www.ge.ch/document/covid-19-situation-epidemiologique-geneve/telecharger,,,,,20.0,,46.220528,6.132935,Genève,25,232,8,594.51,12.318
2020-03-31,13:30,GL,,53,4,5,,,,2,https://www.gl.ch/verwaltung/finanzen-und-gesundheit/gesundheit/coronavirus.html/4817#Fallzahlen,,,,,,,46.931042000000005,9.065751,Glarus,08,3,1,131.51,4.963
2020-03-31,03:00,GR,,513,-5,58,,,,19,https://www.gr.ch/DE/institutionen/verwaltung/djsg/ga/coronavirus/info/Seiten/Start.aspx,,,,,,,46.656248,9.628198,Graubünden/Grigioni,01,16,7,259.22,9.601
2020-03-31,16:00,JU,,140,1,29,5,,,,https://www.jura.ch/fr/Autorites/Coronavirus/Chiffres-H-JU/Evolution-des-cas-COVID-19-dans-le-Jura.html,,,,,,,47.350744,7.156107,Jura,26,12,0,191.0,
2020-03-31,11:00,LU,,375,0,,,,,7,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,,,,,,,47.067763,8.1102,Luzern,03,24,1,92.25,1.722
2020-03-31,16:00,NE,,402,2,59,14,8.0,,23,https://www.ne.ch/autorites/DFS/SCSP/medecin-cantonal/maladies-vaccinations/Documents/Covid-19-Statistiques/COVID19_PublicationInternet.pdf,,,,,,,46.995534,6.780126,Neuchâtel,24,24,2,225.84,12.921
2020-03-31,15:30,NW,,70,0,,,,,,https://www.nw.ch/gesundheitsamtdienste/6044,,,,,,,46.926755,8.405302,Nidwalden,07,7,0,162.79,
2020-03-31,03:00,OW,6,46,0,,,,,,https://www.ow.ch/de/verwaltung/dienstleistungen/?dienst_id=5962,,,,,,,46.804527,8.144317000000001,Obwalden,06,0,0,122.34,
2020-03-31,03:00,SG,,414,0,,,,,7,https://www.sg.ch/tools/informationen-coronavirus.html,,,,,,,47.1832,9.274744,St. Gallen,17,25,2,82.03,1.387
2020-03-31,07:30,SH,,42,0,,,,,,https://sh.ch/CMS/Webseite/Kanton-Schaffhausen/Beh-rde/Verwaltung/Departement-des-Innern/Gesundheitsamt-3209198-DE.html,,,,,,,47.71357,8.59167,Schaffhausen,14,1,0,51.6,
2020-03-31,03:00,SO,,196,0,,,,,2,https://corona.so.ch/,,,,,,,47.304135,7.639388,Solothurn,11,6,0,72.22,0.737
2020-03-31,03:00,SZ,10,141,0,1,,,48,4,https://www.sz.ch/behoerden/information-medien/medienmitteilungen/coronavirus.html/72-416-412-1379-6948,,,,,,,47.061787,8.756585,Schwyz,05,6,2,89.64,2.543
2020-03-31,03:00,TG,276,154,0,,,,,3,https://www.tg.ch/news/fachdossier-coronavirus.html/10552,,,,,,,47.568715,9.091957,Thurgau,01,6,1,56.25,1.096
2020-03-31,08:00,TI,,2091,-14,401,74,67.0,202,120,https://www4.ti.ch/area-media/comunicati/dettaglio-comunicato/?NEWS_ID=187550&tx_tichareamedia_comunicazioni%5Baction%5D=show&tx_tichareamedia_comunicazioni%5Bcontroller%5D=Comunicazioni&cHash=007dc1182450e5b85ee4f533dfdcd6e3,,,,67.0,,,46.295617,8.808924,Ticino,21,129,15,591.18,33.927
2020-03-31,03:00,UR,85,57,2,9,,,11,,https://www.ur.ch/themen/2920,,,,,,,46.771849,8.628586,Uri,04,4,0,157.02,
2020-03-31,03:00,VD,,3465,10,390,77,,225,84,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,,,,,,,46.570091,6.557809000000001,Vaud,22,193,7,436.89,10.591
2020-03-31,15:00,VS,,1085,14,136,23,18.0,3,35,https://www.vs.ch/documents/6756452/7008787/Sit%20Epid%20-%20%C3%89tat%20Stand%2031.03.2020.pdf,,,,,,,46.209567,7.604659,Valais/Wallis,23,85,9,317.72,10.249
2020-03-31,08:00,ZG,,114,1,14,6,,39,1,https://www.zg.ch/behoerden/gesundheitsdirektion/amt-fuer-gesundheit/corona,,,,,,,47.157296,8.537294,Zug,09,2,0,90.91,0.797
2020-03-31,14:30,ZH,,1953,-1,196,,50.0,,27,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,,,,,,47.41275,8.65508,Zürich,01,91,3,129.83,1.795
2020-04-01,15:00,AG,,549,9,94,27,27.0,4,11,https://www.ag.ch/media/kanton_aargau/themen_1/coronavirus_1/lagebulletins/200401_KFS_Coronavirus_Lagebulletin_24.pdf,,,,,,,47.40966,8.15688,Aargau,01,50,0,81.82,1.639
2020-04-01,17:00,AR,,61,0,6,,,,3,https://www.ar.ch/verwaltung/departement-gesundheit-und-soziales/amt-fuer-gesundheit/informationsseite-coronavirus/,,,,,,,47.416351999999996,9.36791,Appenzell Ausserrhoden,15,3,1,110.51,5.435
2020-04-01,08:00,BE,,909,4,115,26,21.0,,20,https://www.besondere-lage.sites.be.ch/besondere-lage_sites/de/index/corona/index.html,,,,,,,46.823608,7.636667,Bern/Berne,02,53,4,88.16,1.94
2020-04-01,03:00,BL,,588,-2,86,17,17.0,249,11,https://www.baselland.ch/politik-und-behorden/direktionen/volkswirtschafts-und-gesundheitsdirektion/amt-fur-gesundheit/medizinische-dienste/kantonsarztlicher-dienst/aktuelles/covid-19-faelle-kanton-basel-landschaft,,,,,,,47.45176,7.702414,Basel-Landschaft,13,27,1,204.88,3.833
2020-04-01,10:00,BS,235,691,3,108,16,,323,18,https://www.coronavirus.bs.ch/nm/2020-tagesbulletin-coronavirus-691-bestaetigte-faelle-im-kanton-basel-stadt-gd.html,404.0,20.0,,,,,47.564869,7.615259,Basel-Stadt,12,34,2,356.37,9.283
2020-04-01,03:00,FL,900,72,0,,,,1,,https://www.regierung.li/media/attachments/164-corona-schweizer-sanitaetssoldaten-0401.pdf?t=637213766824962451,,,,,,,47.166667,9.509722,Fürstentum Lichtenstein,00,4,0,186.53,
2020-04-01,03:00,FR,30,525,4,81,23,,,23,https://www.fr.ch/covid19/sante/covid-19/coronavirus-statistiques-evolution-de-la-situation-dans-le-canton,,,,,,,46.718391,7.074008,Fribourg,10,34,3,166.61,7.299
2020-04-01,12:00,GE,12379,3103,1,406,64,58.0,260,69,https://www.ge.ch/document/covid-19-situation-epidemiologique-geneve/telecharger,,,,,24.0,,46.220528,6.132935,Genève,25,159,8,626.62,13.934
2020-04-01,13:30,GL,,56,0,5,,,,2,https://www.gl.ch/verwaltung/finanzen-und-gesundheit/gesundheit/coronavirus.html/4817#Fallzahlen,,,,,,,46.931042000000005,9.065751,Glarus,08,3,0,138.96,4.963
2020-04-01,03:00,GR,,521,0,58,,,,21,https://www.gr.ch/DE/institutionen/verwaltung/djsg/ga/coronavirus/info/Seiten/Start.aspx,,,,,,,46.656248,9.628198,Graubünden/Grigioni,01,8,2,263.26,10.611
2020-04-01,16:00,JU,,145,0,29,5,,,,https://www.jura.ch/fr/Autorites/Coronavirus/Chiffres-H-JU/Evolution-des-cas-COVID-19-dans-le-Jura.html,,,,,,,47.350744,7.156107,Jura,26,5,0,197.82,
2020-04-01,11:00,LU,,401,0,57,12,,,7,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,,,,,,,47.067763,8.1102,Luzern,03,26,0,98.65,1.722
2020-04-01,06:00,NE,,420,7,66,14,8.0,,25,https://www.ne.ch/autorites/DFS/SCSP/medecin-cantonal/maladies-vaccinations/Documents/Covid-19-Statistiques/COVID19_PublicationInternet.pdf,,,,,,,46.995534,6.780126,Neuchâtel,24,18,2,235.96,14.045
2020-04-01,18:15,NW,,70,0,,,,,,https://www.nw.ch/gesundheitsamtdienste/6044,,,,,,,46.926755,8.405302,Nidwalden,07,0,0,162.79,
2020-04-01,03:00,OW,6,48,0,,,,,,https://www.ow.ch/de/verwaltung/dienstleistungen/?dienst_id=5962,,,,,,,46.804527,8.144317000000001,Obwalden,06,2,0,127.66,
2020-04-01,03:00,SG,,414,0,,,,,7,https://www.sg.ch/tools/informationen-coronavirus.html,,,,,,,47.1832,9.274744,St. Gallen,17,0,0,82.03,1.387
2020-04-01,18:00,SH,,44,0,,,,,1,https://sh.ch/CMS/Webseite/Kanton-Schaffhausen/Beh-rde/Verwaltung/Departement-des-Innern/Gesundheitsamt-3209198-DE.html,,,,,,,47.71357,8.59167,Schaffhausen,14,2,0,54.05,1.229
2020-04-01,03:00,SO,,216,0,,,,,3,https://corona.so.ch/,,,,,,,47.304135,7.639388,Solothurn,11,20,1,79.59,1.105
2020-04-01,03:00,SZ,10,146,0,1,,,65,4,https://www.sz.ch/behoerden/information-medien/medienmitteilungen/coronavirus.html/72-416-412-1379-6948,,,,,,,47.061787,8.756585,Schwyz,05,5,0,92.82,2.543
2020-04-01,03:00,TG,276,166,0,,,,,4,https://www.tg.ch/news/fachdossier-coronavirus.html/10552,,,,,,,47.568715,9.091957,Thurgau,01,12,1,60.63,1.461
2020-04-01,08:00,TI,,2195,-5,396,76,72.0,229,132,https://www4.ti.ch/area-media/comunicati/dettaglio-comunicato/?NEWS_ID=187555&tx_tichareamedia_comunicazioni%5Baction%5D=show&tx_tichareamedia_comunicazioni%5Bcontroller%5D=Comunicazioni&cHash=843d72993004667ab731d64142591372,,,,72.0,,,46.295617,8.808924,Ticino,21,104,12,620.58,37.32
2020-04-01,03:00,UR,85,59,1,10,,,13,1,https://www.ur.ch/themen/2920,,,,,,,46.771849,8.628586,Uri,04,2,0,162.53,2.755
2020-04-01,03:00,VD,,3639,9,399,80,,225,92,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,,,,,,,46.570091,6.557809000000001,Vaud,22,174,8,458.83,11.6
2020-04-01,15:00,VS,,1145,3,139,23,18.0,70,37,https://www.vs.ch/documents/6756452/7008787/2020%2004%2001%20Sit%20Epid%20-%20%C3%89tat%20Stand,,,,,,,46.209567,7.604659,Valais/Wallis,23,60,2,335.29,10.835
2020-04-01,08:00,ZG,,125,-1,13,5,,40,1,https://www.zg.ch/behoerden/gesundheitsdirektion/amt-fuer-gesundheit/corona,,,,,,,47.157296,8.537294,Zug,09,11,0,99.68,0.797
2020-04-01,14:30,ZH,,2142,7,203,,54.0,,36,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,,,,,,47.41275,8.65508,Zürich,01,189,9,142.39,2.393
2020-04-02,15:00,AG,,592,0,94,27,27.0,4,12,https://www.ag.ch/media/kanton_aargau/themen_1/coronavirus_1/lagebulletins/200402_KFS_Coronavirus_Lagebulletin_25.pdf,,,,,,,47.40966,8.15688,Aargau,01,43,1,88.23,1.788
2020-04-02,17:00,AI,,20,0,1,,,,,https://www.ai.ch/themen/gesundheit-alter-und-soziales/gesundheitsfoerderung-und-praevention/uebertragbare-krankheiten/coronavirus,,,,,,,47.317264,9.416754,Appenzell Innerrhoden,16,6,0,124.22,
2020-04-02,12:00,AR,,64,0,6,,,,3,https://www.ar.ch/verwaltung/departement-gesundheit-und-soziales/amt-fuer-gesundheit/informationsseite-coronavirus/,,,,,,,47.416351999999996,9.36791,Appenzell Ausserrhoden,15,3,0,115.94,5.435
2020-04-02,08:00,BE,,1003,-11,104,24,20.0,,23,https://www.besondere-lage.sites.be.ch/besondere-lage_sites/de/index/corona/index.html,,,,,,,46.823608,7.636667,Bern/Berne,02,94,3,97.27,2.231
2020-04-02,03:00,BL,,610,-5,81,18,18.0,262,12,https://www.baselland.ch/politik-und-behorden/direktionen/volkswirtschafts-und-gesundheitsdirektion/amt-fur-gesundheit/medizinische-dienste/kantonsarztlicher-dienst/aktuelles/covid-19-faelle-kanton-basel-landschaft,,,,,,,47.45176,7.702414,Basel-Landschaft,13,22,1,212.54,4.181
2020-04-02,10:00,BS,235,718,11,119,17,,350,19,https://www.gd.bs.ch//nm/2020-tagesbulletin-coronavirus-718-bestaetigte-faelle-im-kanton-basel-stadt-gd.html,409.0,24.0,,,,,47.564869,7.615259,Basel-Stadt,12,27,1,370.29,9.799
2020-04-02,03:00,FL,900,75,0,,,,1,,https://www.regierung.li/media/attachments/166-massnahmen-weiter-einhalten-0402.pdf?t=637214501732587547,,,,,,,47.166667,9.509722,Fürstentum Lichtenstein,00,3,0,194.3,
2020-04-02,03:00,FR,30,550,-1,80,23,,,26,https://www.fr.ch/covid19/sante/covid-19/coronavirus-statistiques-evolution-de-la-situation-dans-le-canton,,,,,,,46.718391,7.074008,Fribourg,10,25,3,174.55,8.251
2020-04-02,12:00,GE,13281,3314,18,424,62,54.0,283,77,https://www.ge.ch/document/covid-19-situation-epidemiologique-geneve/telecharger,,,,,24.0,,46.220528,6.132935,Genève,25,211,8,669.22,15.549
2020-04-02,13:00,GL,,58,0,5,,,,2,https://www.gl.ch/verwaltung/finanzen-und-gesundheit/gesundheit/coronavirus.html/4817#Fallzahlen,,,,,,,46.931042000000005,9.065751,Glarus,08,2,0,143.92,4.963
2020-04-02,03:00,GR,,569,1,59,,,,23,https://www.gr.ch/DE/institutionen/verwaltung/djsg/ga/coronavirus/info/Seiten/Start.aspx,,,,,,,46.656248,9.628198,Graubünden/Grigioni,01,48,2,287.52,11.622
2020-04-02,16:00,JU,,149,0,29,3,,,,https://www.jura.ch/fr/Autorites/Coronavirus/Chiffres-H-JU/Evolution-des-cas-COVID-19-dans-le-Jura.html,,,,,,,47.350744,7.156107,Jura,26,4,0,203.27,
2020-04-02,11:00,LU,,422,9,66,11,,,7,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,,,,,,,47.067763,8.1102,Luzern,03,21,0,103.81,1.722
2020-04-02,12:00,NE,,430,-5,61,12,10.0,,28,https://www.ne.ch/autorites/DFS/SCSP/medecin-cantonal/maladies-vaccinations/Documents/Covid-19-Statistiques/COVID19_PublicationInternet.pdf,,,,,,,46.995534,6.780126,Neuchâtel,24,10,3,241.57,15.73
2020-04-02,16:00,NW,,76,0,,,,,,https://www.nw.ch/gesundheitsamtdienste/6044,,,,,,,46.926755,8.405302,Nidwalden,07,6,0,176.74,
2020-04-02,03:00,OW,6,51,0,,,,,,https://www.ow.ch/de/verwaltung/dienstleistungen/?dienst_id=5962,,,,,,,46.804527,8.144317000000001,Obwalden,06,3,0,135.64,
2020-04-02,03:00,SG,,480,0,64,11,,49,8,https://www.sg.ch/tools/informationen-coronavirus.html,,,,,,,47.1832,9.274744,St. Gallen,17,66,1,95.11,1.585
2020-04-02,08:00,SH,,47,0,18,3,,,1,https://sh.ch/CMS/Webseite/Kanton-Schaffhausen/Beh-rde/Verwaltung/Departement-des-Innern/Gesundheitsamt-3209198-DE.html,,,,,,,47.71357,8.59167,Schaffhausen,14,3,0,57.74,1.229
2020-04-02,03:00,SO,,227,0,14,,,,3,https://corona.so.ch/,,,,,,,47.304135,7.639388,Solothurn,11,11,0,83.64,1.105
2020-04-02,03:00,SZ,10,155,0,1,,,65,4,https://www.sz.ch/behoerden/information-medien/medienmitteilungen/coronavirus.html/72-416-412-1379-6948,,,,,,,47.061787,8.756585,Schwyz,05,9,0,98.54,2.543
2020-04-02,03:00,TG,276,179,0,,,,,4,https://www.tg.ch/news/fachdossier-coronavirus.html/10552,,,,,,,47.568715,9.091957,Thurgau,01,13,0,65.38,1.461
2020-04-02,08:00,TI,,2271,-22,374,75,73.0,263,141,https://www4.ti.ch/area-media/comunicati/dettaglio-comunicato/?NEWS_ID=187564&tx_tichareamedia_comunicazioni%5Baction%5D=show&tx_tichareamedia_comunicazioni%5Bcontroller%5D=Comunicazioni&cHash=6abbcb9cd18b83f8ce260e2748b9a326,,,,73.0,,,46.295617,8.808924,Ticino,21,76,9,642.07,39.864
2020-04-02,14:00,UR,85,60,-6,4,,,13,1,https://www.ur.ch/themen/2920,,,,,,,46.771849,8.628586,Uri,04,1,0,165.29,2.755
2020-04-02,03:00,VD,,3796,-9,390,81,,225,107,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/,,,,,,,46.570091,6.557809000000001,Vaud,22,157,15,478.63,13.491
2020-04-02,15:00,VS,,1218,-4,135,23,21.0,88,40,https://www.vs.ch/documents/6756452/7008787/2020%2004%2002%20Sit%20Epid%20-%20%C3%89tat%20Stand.pdf,,,,,,,46.209567,7.604659,Valais/Wallis,23,73,3,356.66,11.713
2020-04-02,08:00,ZG,,131,1,14,5,,41,1,https://www.zg.ch/behoerden/gesundheitsdirektion/amt-fuer-gesundheit/corona,,,,,,,47.157296,8.537294,Zug,09,6,0,104.47,0.797
2020-04-02,14:30,ZH,,2306,-3,200,,53.0,,39,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,,,,,,47.41275,8.65508,Zürich,01,164,3,153.29,2.593
2020-04-03,15:00,AG,,626,6,100,27,26.0,4,12,https://www.ag.ch/media/kanton_aargau/themen_1/coronavirus_1/lagebulletins/200403_KFS_Coronavirus_Lagebulletin_26.pdf,,,,,,,47.40966,8.15688,Aargau,01,34,0,93.29,1.788
2020-04-03,11:00,AI,,20,0,1,,,,,https://www.ai.ch/themen/gesundheit-alter-und-soziales/gesundheitsfoerderung-und-praevention/uebertragbare-krankheiten/coronavirus,,,,,,,47.317264,9.416754,Appenzell Innerrhoden,16,0,0,124.22,
2020-04-03,08:00,AR,,65,0,6,,,,3,https://www.ar.ch/verwaltung/departement-gesundheit-und-soziales/amt-fuer-gesundheit/informationsseite-coronavirus/,,,,,,,47.416351999999996,9.36791,Appenzell Ausserrhoden,15,1,0,117.75,5.435
2020-04-03,08:00,BE,,1073,5,109,30,26.0,,26,https://www.besondere-lage.sites.be.ch/besondere-lage_sites/de/index/corona/index.html,,,,,,,46.823608,7.636667,Bern/Berne,02,70,3,104.06,2.522
2020-04-03,03:00,BL,,625,1,82,18,18.0,266,14,https://www.baselland.ch/politik-und-behorden/direktionen/volkswirtschafts-und-gesundheitsdirektion/amt-fur-gesundheit/medizinische-dienste/kantonsarztlicher-dienst/aktuelles/covid-19-faelle-kanton-basel-landschaft,,,,,,,47.45176,7.702414,Basel-Landschaft,13,15,2,217.77,4.878
2020-04-03,08:30,BS,235,758,-4,115,17,,397,21,https://www.gd.bs.ch/nm/2020-tagesbulletin-coronavirus-748-bestaetigte-faelle-im-kanton-basel-stadt-gd.html https://www.coronavirus.bs.ch/nm/2020-tagesbulletin-coronavirus-771-bestaetigte-faelle-im-kanton-basel-stadt-gd.html,420.0,22.0,,,,,47.564869,7.615259,Basel-Stadt,12,40,2,390.92,10.83
2020-04-03,03:00,FL,900,76,0,,,,1,,https://www.regierung.li/media/attachments/166-massnahmen-weiter-einhalten-0402.pdf?t=637214501732587547,,,,,,,47.166667,9.509722,Fürstentum Lichtenstein,00,1,0,196.89,
2020-04-03,03:00,FR,30,588,-3,77,21,,46,31,https://www.fr.ch/covid19/sante/covid-19/coronavirus-statistiques-evolution-de-la-situation-dans-le-canton,,,,,,,46.718391,7.074008,Fribourg,10,38,5,186.61,9.838
2020-04-03,12:00,GE,14072,3504,0,424,65,58.0,284,81,https://www.ge.ch/document/covid-19-situation-epidemiologique-geneve/telecharger,,,,,25.0,,46.220528,6.132935,Genève,25,190,4,707.59,16.357
2020-04-03,13:30,GL,,59,0,5,,,,2,https://www.gl.ch/verwaltung/finanzen-und-gesundheit/gesundheit/coronavirus.html/4817#Fallzahlen,,,,,,,46.931042000000005,9.065751,Glarus,08,1,0,146.4,4.963
2020-04-03,03:00,GR,,598,1,60,,,,27,https://www.gr.ch/DE/institutionen/verwaltung/djsg/ga/coronavirus/info/Seiten/Start.aspx,,,,,,,46.656248,9.628198,Graubünden/Grigioni,01,29,4,302.17,13.643
2020-04-03,16:00,JU,,149,-1,28,3,,,,https://www.jura.ch/fr/Autorites/Coronavirus/Chiffres-H-JU/Evolution-des-cas-COVID-19-dans-le-Jura.html,,,,,,,47.350744,7.156107,Jura,26,0,0,203.27,
2020-04-03,11:00,LU,,449,-17,49,12,,,7,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,,,,,,,47.067763,8.1102,Luzern,03,27,0,110.46,1.722
2020-04-03,16:00,NE,,444,0,61,11,9.0,,29,https://www.ne.ch/autorites/DFS/SCSP/medecin-cantonal/maladies-vaccinations/Documents/Covid-19-Statistiques/COVID19_PublicationInternet.pdf,,,,,,,46.995534,6.780126,Neuchâtel,24,14,1,249.44,16.292
2020-04-03,15:50,NW,,79,0,,,,,,https://www.nw.ch/gesundheitsamtdienste/6044,,,,,,,46.926755,8.405302,Nidwalden,07,3,0,183.72,
2020-04-03,03:00,OW,6,56,0,,,,,,https://www.ow.ch/de/verwaltung/dienstleistungen/?dienst_id=5962,,,,,,,46.804527,8.144317000000001,Obwalden,06,5,0,148.94,
2020-04-03,03:00,SG,,480,11,75,12,,50,8,https://www.sg.ch/tools/informationen-coronavirus.html,,,,,,,47.1832,9.274744,St. Gallen,17,0,0,95.11,1.585
2020-04-03,03:00,SH,,47,-12,6,3,,,1,https://sh.ch/CMS/Webseite/Kanton-Schaffhausen/Beh-rde/Verwaltung/Departement-des-Innern/Gesundheitsamt-3209198-DE.html,,,,,,,47.71357,8.59167,Schaffhausen,14,0,0,57.74,1.229
2020-04-03,03:00,SO,,237,3,17,,,,3,https://corona.so.ch/,,,,,,,47.304135,7.639388,Solothurn,11,10,0,87.32,1.105
2020-04-03,03:00,SZ,10,164,0,1,,,75,4,https://www.sz.ch/behoerden/information-medien/medienmitteilungen/coronavirus.html/72-416-412-1379-6948,,,,,,,47.061787,8.756585,Schwyz,05,9,0,104.26,2.543
2020-04-03,03:00,TG,276,198,0,,,,,5,https://www.tg.ch/news/fachdossier-coronavirus.html/10552,,,,,,,47.568715,9.091957,Thurgau,01,19,1,72.32,1.826
