date,time,abbreviation_canton,tests_performed,total_positive_cases,total_hospitalized,intensive_care,ncumul_vent,released,deaths,source,pos_tests_1,recovered,ncumul_ICU_intub,ncumul_ICF,ncumul_deceased_suspect,lat,long,name_canton,number_canton,total_currently_positive_per_100k
2020-03-18,00:00,GE,,751.0,78.0,20.0,17.0,,5.0,https://www.ge.ch/document/covid-19-situation-epidemiologique-geneve/telecharger,,,17.0,2.0,,46.220528,6.132935,Genève,25,151.66
2020-03-18,00:00,GR,,116.0,13.0,,,,1.0,https://www.gr.ch/DE/institutionen/verwaltung/djsg/ga/coronavirus/info/Seiten/Start.aspx,,,,,,46.656248,9.628198,Graubünden,01,58.62
2020-03-18,00:00,JU,,26.0,6.0,,,,,https://www.jura.ch/fr/Autorites/Coronavirus/Chiffres/Evolution-des-cas-COVID-19-dans-le-Jura.html,,,,,,47.350744,7.156107,Jura,26,35.47
2020-03-18,16:00,LU,,65.0,,,,,,https://web.archive.org/web/20200318191404/https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,,,,,,47.067763,8.1102,Luzern,03,15.99
2020-03-18,00:00,SG,,61.0,,,,,,https://www.sg.ch/tools/informationen-coronavirus.html,,,,,,47.1832,9.274744,St. Gallen,17,12.09
2020-03-18,00:00,SO,,43.0,,,,,,https://www.oltnertagblatt.ch/solothurn/kanton-solothurn/zivilschuetzer-kontrollieren-wer-in-die-solothurner-spitaeler-rein-will-137174885,,,,,,47.304135,7.639388,Solothurn,11,15.84
2020-03-18,00:00,TG,276.0,32.0,,,,,,https://www.tg.ch/news/fachdossier-coronavirus.html/10552,,,,,,47.568715,9.091957,Thurgau,01,11.69
2020-03-18,00:00,TI,,511.0,65.0,13.0,,,14.0,https://www4.ti.ch/area-media/comunicati/dettaglio-comunicato/?NEWS_ID=187493&tx_tichareamedia_comunicazioni%5Baction%5D=show&tx_tichareamedia_comunicazioni%5Bcontroller%5D=Comunicazioni&cHash=7803bbc03dd49ef2e421dfd6b12dd239,68.0,,,,,46.295617,8.808924,Ticino,21,144.47
2020-03-18,00:00,UR,85.0,5.0,,,,,,https://www.ur.ch/mmdirektionen/63802,,,,,,46.771849,8.628586,Uri,04,13.77
2020-03-18,00:00,VD,,796.0,128.0,34.0,,16.0,5.0,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/,,,,,,46.570091,6.557809000000001,Vaud,22,100.37
2020-03-18,00:00,VS,,225.0,33.0,2.0,2.0,,3.0,https://www.vs.ch/documents/6756452/7008787/Sit%20Epid%20-%20%C3%89tat%20Stand%2025.03.2020.pdf,,,,,,46.209567,7.604659,Valais,23,65.89
2020-03-18,00:00,ZH,855.0,424.0,,,,,1.0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html#title-content-internet-gesundheitsdirektion-de-themen-coronavirus-jcr-content-contentPar-textimage_7,59.0,11.0,,,,47.41275,8.65508,Zürich,01,28.19
2020-03-19,15:00,AG,,118.0,17.0,6.0,3.0,,,https://www.ag.ch/media/kanton_aargau/themen_1/coronavirus_1/lagebulletins/200319_KFS_Coronavirus_Lagebulletin_15.pdf,,,,,,47.40966,8.15688,Aargau,01,17.59
2020-03-19,00:00,AI,,6.0,1.0,,,,,Kantonaler Führungsstab Appenzell Innerrhoden,,,,,,47.317264,9.416754,Appenzell Innerrhoden,16,37.27
2020-03-19,00:00,BE,,282.0,,,,,1.0,https://www.besondere-lage.sites.be.ch/besondere-lage_sites/de/index/corona/index.html,,,,,,46.823608,7.636667,Bern,02,27.35
2020-03-19,00:00,BL,,134.0,,,,,2.0,https://www.baselland.ch/politik-und-behorden/direktionen/volkswirtschafts-und-gesundheitsdirektion/medienmitteilungen/update-131-bestaetigte-faelle-in-basel-landschaft,,,,,,47.45176,7.702414,Basel-Landschaft,13,46.69
2020-03-19,11:00,BS,235.0,222.0,40.0,,,44.0,4.0,https://www.coronavirus.bs.ch/nm/2020-tagesbulletin-coronavirus-222-bestaetigte-faelle-basel-stadt-trifft-gemeinsam-mit-den-spitaelern-vorkehrungen-fuer-intensiv--und-beatmungskapazitaeten-gd.html,,,,,,47.564869,7.615259,Basel-Stadt,12,114.49
2020-03-19,00:00,FR,30.0,111.0,,,,,1.0,https://www.fr.ch/covid19/sante/covid-19/coronavirus-statistiques-evolution-de-la-situation-dans-le-canton,,,,,,46.718391,7.074008,Fribourg,10,35.23
2020-03-19,00:00,GE,,961.0,92.0,19.0,18.0,,5.0,https://www.ge.ch/document/covid-19-situation-epidemiologique-geneve/telecharger,,,17.0,5.0,,46.220528,6.132935,Genève,25,194.06
2020-03-19,00:00,GL,,17.0,,,,,,https://www.suedostschweiz.ch/ereignisse/2020-03-20/die-zahl-der-corona-faelle-im-glarnerland-steigt-stark-an,,,,,,46.931042000000005,9.065751,Glarus,08,42.18
2020-03-19,00:00,GR,,145.0,18.0,,,,1.0,https://www.gr.ch/DE/institutionen/verwaltung/djsg/ga/coronavirus/info/Seiten/Start.aspx,,,,,,46.656248,9.628198,Graubünden,01,73.27
2020-03-19,16:00,JU,,31.0,6.0,,,,,https://www.jura.ch/fr/Autorites/Coronavirus/Chiffres/Evolution-des-cas-COVID-19-dans-le-Jura.html,,,,,,47.350744,7.156107,Jura,26,42.29
2020-03-19,00:00,NW,,25.0,,,,,,https://www.nw.ch/gesundheitsamtdienste/6044,,,,,,46.926755,8.405302,Nidwalden,07,58.14
2020-03-19,00:00,SG,,85.0,,,,,,https://www.sg.ch/tools/informationen-coronavirus.html,,,,,,47.1832,9.274744,St. Gallen,17,16.84
2020-03-19,00:00,TG,276.0,36.0,,,,,,https://www.tg.ch/news/fachdossier-coronavirus.html/10552,,,,,,47.568715,9.091957,Thurgau,01,13.15
2020-03-19,00:00,TI,,638.0,155.0,33.0,,,15.0,https://www4.ti.ch/area-media/comunicati/dettaglio-comunicato/?NEWS_ID=187499&tx_tichareamedia_comunicazioni%5Baction%5D=show&tx_tichareamedia_comunicazioni%5Bcontroller%5D=Comunicazioni&cHash=634a783514bdcbb426c005f1ea916268 https://www.youtube.com/watch?v=34RQ7OOWYoI,68.0,,,,,46.295617,8.808924,Ticino,21,180.38
2020-03-19,00:00,UR,85.0,7.0,,,,,,https://www.ur.ch/mmdirektionen/63841,,,,,,46.771849,8.628586,Uri,04,19.28
2020-03-19,00:00,VD,,1212.0,140.0,32.0,,52.0,7.0,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/,,,,,,46.570091,6.557809000000001,Vaud,22,152.82
2020-03-19,00:00,VS,,311.0,42.0,2.0,2.0,,4.0,https://www.vs.ch/de/web/coronavirus#collapse6955818,,,,,,46.209567,7.604659,Valais,23,91.07
2020-03-19,00:00,ZH,855.0,526.0,,,,,3.0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html#title-content-internet-gesundheitsdirektion-de-themen-coronavirus-jcr-content-contentPar-textimage_7,59.0,11.0,,,,47.41275,8.65508,Zürich,01,34.97
2020-03-20,15:00,AG,,168.0,25.0,4.0,2.0,,1.0,https://www.ag.ch/media/kanton_aargau/themen_1/coronavirus_1/lagebulletins/200320_KFS_Coronavirus_Lagebulletin_16.pdf,,,,,,47.40966,8.15688,Aargau,01,25.04
2020-03-20,00:00,BE,,377.0,,,,,2.0,https://www.besondere-lage.sites.be.ch/besondere-lage_sites/de/index/corona/index.html,,,,,,46.823608,7.636667,Bern,02,36.56
2020-03-20,00:00,BL,,184.0,,,,,3.0,https://www.baselland.ch/politik-und-behorden/direktionen/volkswirtschafts-und-gesundheitsdirektion/medienmitteilungen/update-170-bestaetigte-faelle-in-basel-landschaft,,,,,,47.45176,7.702414,Basel-Landschaft,13,64.11
2020-03-20,10:00,BS,235.0,272.0,45.0,,,46.0,4.0,https://www.coronavirus.bs.ch/nm/2020-tagesbulletin-coronavirus-272-bestaetigte-faelle-im-kanton-basel-stadt-gd.html,,,,,,47.564869,7.615259,Basel-Stadt,12,140.28
2020-03-20,00:00,FL,99.0,37.0,,,,1.0,,https://www.regierung.li/media/attachments/136-soziale-kontakte-reduktion-corona.pdf?t=637203388043363286,,,,,,47.166667,9.509722,Fürstentum Lichtenstein,00,95.85
2020-03-20,00:00,FR,30.0,145.0,,,,,1.0,https://www.fr.ch/covid19/sante/covid-19/coronavirus-statistiques-evolution-de-la-situation-dans-le-canton,,,,,,46.718391,7.074008,Fribourg,10,46.02
2020-03-20,00:00,GE,,1136.0,109.0,22.0,21.0,,8.0,https://www.ge.ch/document/covid-19-situation-epidemiologique-geneve/telecharger,,,21.0,5.0,,46.220528,6.132935,Genève,25,229.4
2020-03-20,00:00,GR,,213.0,24.0,,,,3.0,https://www.gr.ch/DE/institutionen/verwaltung/djsg/ga/coronavirus/info/Seiten/Start.aspx,,,,,,46.656248,9.628198,Graubünden,01,107.63
2020-03-20,16:00,JU,,37.0,5.0,,,,,https://www.jura.ch/fr/Autorites/Coronavirus/Chiffres/Evolution-des-cas-COVID-19-dans-le-Jura.html,,,,,,47.350744,7.156107,Jura,26,50.48
2020-03-20,09:40,LU,,92.0,,,,,,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,,,,,,47.067763,8.1102,Luzern,03,22.63
2020-03-20,16:00,NE,,159.0,,,,,2.0,https://www.ne.ch/autorites/DFS/SCSP/medecin-cantonal/maladies-vaccinations/Pages/Coronavirus.aspx,,,,,,46.995534,6.780126,Neuchatel,24,89.33
2020-03-20,15:20,NW,,28.0,,,,,,https://www.nw.ch/gesundheitsamtdienste/6044,,,,,,46.926755,8.405302,Nidwalden,07,65.12
2020-03-20,00:00,SG,,98.0,,,,,,https://www.sg.ch/tools/informationen-coronavirus.html,,,,,,47.1832,9.274744,St. Gallen,17,19.42
2020-03-20,00:00,SH,,14.0,,,,,,https://sh.ch/CMS/Webseite/Kanton-Schaffhausen/Beh-rde/Verwaltung/Departement-des-Innern/Gesundheitsamt-3209198-DE.html,,,,,,47.71357,8.59167,Schaffhausen,14,17.2
2020-03-20,17:37,SO,,66.0,,,,,,https://twitter.com/KantonSolothurn/status/1241041303024041989?p=p,,,,,,47.304135,7.639388,Solothurn,11,24.32
2020-03-20,00:00,TG,276.0,49.0,,,,,,https://www.tg.ch/news/fachdossier-coronavirus.html/10552,,,,,,47.568715,9.091957,Thurgau,01,17.9
2020-03-20,08:00,TI,,834.0,168.0,35.0,,,22.0,https://www4.ti.ch/dss/dsp/covid19/home/ https://www.youtube.com/watch?v=34RQ7OOWYoI,68.0,,,,,46.295617,8.808924,Ticino,21,235.79
2020-03-20,12:00,UR,85.0,7.0,,,,,,https://www.ur.ch/themen/2920,,,,,,46.771849,8.628586,Uri,04,19.28
2020-03-20,00:00,VD,,1432.0,152.0,30.0,,62.0,12.0,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/,,,,,,46.570091,6.557809000000001,Vaud,22,180.56
2020-03-20,00:00,VS,,346.0,47.0,5.0,5.0,,6.0,https://www.vs.ch/de/web/coronavirus,,,,,,46.209567,7.604659,Valais,23,101.32
2020-03-20,00:00,ZG,,48.0,1.0,,,5.0,,https://www.zg.ch/behoerden/gesundheitsdirektion/direktionssekretariat/aktuell/coronavirus-ausreichende-testkapazitaeten-im-kanton-zug-vorhanden,,,,,,47.157296,8.537294,Zug,09,38.28
2020-03-20,00:00,ZH,855.0,773.0,,,,,3.0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html#title-content-internet-gesundheitsdirektion-de-themen-coronavirus-jcr-content-contentPar-textimage_7,59.0,11.0,,,,47.41275,8.65508,Zürich,01,51.39
2020-03-21,00:00,AR,,11.0,3.0,,,,1.0,https://www.ar.ch/schnellzugriff/medienmitteilungen-der-kantonalen-verwaltung/detail/news/coronavirus-erster-todesfall-in-appenzell-ausserrhoden/?tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=a88f209df29c38474f9c5f9e1c5dd53f,,,,,,47.416351999999996,9.36791,Appenzell Ausserrhoden,15,19.93
2020-03-21,00:00,BE,,418.0,,,,,3.0,https://www.besondere-lage.sites.be.ch/besondere-lage_sites/de/index/corona/index.html,,,,,,46.823608,7.636667,Bern,02,40.54
2020-03-21,14:00,BL,,282.0,,,,,3.0,https://www.baselland.ch/politik-und-behorden/direktionen/volkswirtschafts-und-gesundheitsdirektion/medienmitteilungen/update-282-bestaetigte-faelle-in-basel-landschaft,,,,,,47.45176,7.702414,Basel-Landschaft,13,98.26
2020-03-21,10:00,BS,235.0,299.0,46.0,,,57.0,5.0,https://www.coronavirus.bs.ch/nm/2020-tagesbulletin-coronavirus-299-bestaetigte-faelle-im-kanton-basel-stadt-gd.html,,,,,,47.564869,7.615259,Basel-Stadt,12,154.2
2020-03-21,00:00,FL,99.0,44.0,,,,,,https://www.regierung.li/media/attachments/138-corona-starke-zunahme-0321.pdf?t=637204593432337675,,,,,,47.166667,9.509722,Fürstentum Lichtenstein,00,113.99
2020-03-21,00:00,FR,30.0,167.0,,,,,2.0,https://www.fr.ch/covid19/sante/covid-19/coronavirus-statistiques-evolution-de-la-situation-dans-le-canton,,,,,,46.718391,7.074008,Fribourg,10,53.0
2020-03-21,00:00,GE,,1262.0,145.0,25.0,24.0,,10.0,https://www.ge.ch/document/covid-19-situation-epidemiologique-geneve/telecharger,,,24.0,13.0,,46.220528,6.132935,Genève,25,254.85
2020-03-21,00:00,GR,,239.0,24.0,,,,3.0,https://www.gr.ch/DE/institutionen/verwaltung/djsg/ga/coronavirus/info/Seiten/Start.aspx,,,,,,46.656248,9.628198,Graubünden,01,120.77
2020-03-21,18:00,JU,,49.0,8.0,,,,,https://www.jura.ch/fr/Autorites/Coronavirus/Accueil/Coronavirus-Informations-officielles-a-la-population-jurassienne.html,,,,,,47.350744,7.156107,Jura,26,66.85
2020-03-21,11:00,LU,,109.0,,,,,1.0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus;https://newsletter.lu.ch/inxmail/html_mail.jsp?params=7UGt4J1Fx6OIONHlV9upAAuOzkQ6ZmQA%2FxRrLjJkeDWZdweUdKfwhAE94i2Apium%2F6rIvcF2Z5MaTtV52A77W2jrwVmrkZ8UhFPVmHC4iuI%3D,,,,,,47.067763,8.1102,Luzern,03,26.81
2020-03-21,15:30,NE,,177.0,,,,,2.0,https://www.ne.ch/autorites/DFS/SCSP/medecin-cantonal/maladies-vaccinations/Pages/Coronavirus.aspx,,,,,,46.995534,6.780126,Neuchatel,24,99.44
2020-03-21,18:15,NW,,33.0,,,,,,https://www.nw.ch/gesundheitsamtdienste/6044,,,,,,46.926755,8.405302,Nidwalden,07,76.74
2020-03-21,00:00,TG,276.0,56.0,,,,,,https://www.tg.ch/news/fachdossier-coronavirus.html/10552,,,,,,47.568715,9.091957,Thurgau,01,20.45
2020-03-21,08:00,TI,,918.0,184.0,40.0,37.0,,28.0,https://www4.ti.ch/dss/dsp/covid19/home/ https://www.youtube.com/watch?v=7g2sALU9bQM,68.0,,,,,46.295617,8.808924,Ticino,21,259.54
2020-03-21,08:00,UR,85.0,12.0,,,,,,https://www.ur.ch/themen/2920,,,,,,46.771849,8.628586,Uri,04,33.06
2020-03-21,00:00,VD,,1676.0,175.0,23.0,,70.0,15.0,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/,,,,,,46.570091,6.557809000000001,Vaud,22,211.32
2020-03-21,00:00,VS,,433.0,55.0,6.0,5.0,,7.0,https://www.vs.ch/de/web/coronavirus,,,,,,46.209567,7.604659,Valais,23,126.79
2020-03-22,12:00,AG,,232.0,25.0,4.0,,,1.0,https://www.ag.ch/de/aktuelles/medienportal/medienmitteilung/medienmitteilungen/mediendetails_139237.jsp,,,,,,47.40966,8.15688,Aargau,01,34.58
2020-03-22,14:00,BL,,289.0,,,,,3.0,https://www.baselland.ch/politik-und-behorden/direktionen/volkswirtschafts-und-gesundheitsdirektion/medienmitteilungen/update-289-bestaetigte-faelle-in-basel-landschaft,,,,,,47.45176,7.702414,Basel-Landschaft,13,100.7
2020-03-22,10:30,BS,235.0,358.0,50.0,,,73.0,5.0,https://www.coronavirus.bs.ch/nm/2020-tagesbulletin-coronavirus-358-bestaetigte-faelle-im-kanton-basel-stadt-gd.html,,,,,,47.564869,7.615259,Basel-Stadt,12,184.63
2020-03-22,00:00,FL,99.0,46.0,,,,,,https://www.regierung.li/media/attachments/139-46-faelle-0322.pdf?t=637204971345932209,,,,,,47.166667,9.509722,Fürstentum Lichtenstein,00,119.17
2020-03-22,00:00,FR,30.0,202.0,,,,,3.0,https://www.fr.ch/covid19/sante/covid-19/coronavirus-statistiques-evolution-de-la-situation-dans-le-canton,,,,,,46.718391,7.074008,Fribourg,10,64.11
2020-03-22,00:00,GE,,1417.0,179.0,36.0,36.0,,9.0,https://www.ge.ch/document/covid-19-situation-epidemiologique-geneve/telecharger,,,36.0,6.0,4.0,46.220528,6.132935,Genève,25,286.15
2020-03-22,13:30,GL,,31.0,3.0,,,,,https://www.gl.ch/verwaltung/finanzen-und-gesundheit/gesundheit/coronavirus.html/4817#Fallzahlen,,,,,,46.931042000000005,9.065751,Glarus,08,76.92
2020-03-22,00:00,GR,,266.0,27.0,,,,6.0,https://www.gr.ch/DE/institutionen/verwaltung/djsg/ga/coronavirus/info/Seiten/Start.aspx,,,,,,46.656248,9.628198,Graubünden,01,134.41
2020-03-22,17:00,JU,,51.0,9.0,1.0,,,,https://www.jura.ch/fr/Autorites/Coronavirus/Accueil/Coronavirus-Informations-officielles-a-la-population-jurassienne.html,,,,,,47.350744,7.156107,Jura,26,69.58
2020-03-22,11:00,LU,,131.0,,,,,1.0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,,,,,,47.067763,8.1102,Luzern,03,32.23
2020-03-22,15:00,NE,,188.0,,,,,2.0,https://www.ne.ch/autorites/DFS/SCSP/medecin-cantonal/maladies-vaccinations/Pages/Coronavirus.aspx,,,,,,46.995534,6.780126,Neuchatel,24,105.62
2020-03-22,16:25,NW,,36.0,,,,,,https://www.nw.ch/gesundheitsamtdienste/6044,,,,,,46.926755,8.405302,Nidwalden,07,83.72
2020-03-22,00:00,TG,276.0,75.0,,,,,,https://www.tg.ch/news/fachdossier-coronavirus.html/10552,,,,,,47.568715,9.091957,Thurgau,01,27.39
2020-03-22,08:00,TI,,939.0,246.0,46.0,43.0,,37.0,https://web.archive.org/web/20200322153528/https://www4.ti.ch/dss/dsp/covid19/home/,68.0,,,,,46.295617,8.808924,Ticino,21,265.48
2020-03-22,00:00,VD,,1782.0,203.0,23.0,,75.0,16.0,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/,,,,,,46.570091,6.557809000000001,Vaud,22,224.69
2020-03-22,00:00,VS,,490.0,64.0,7.0,6.0,,10.0,https://www.vs.ch/de/web/coronavirus,,,,,,46.209567,7.604659,Valais,23,143.48
2020-03-23,15:00,AG,,241.0,10.0,3.0,2.0,,1.0,https://www.ag.ch/media/kanton_aargau/themen_1/coronavirus_1/lagebulletins/200323_KFS_Coronavirus_Lagebulletin_17.pdf,,,,,,47.40966,8.15688,Aargau,01,35.92
2020-03-23,10:00,AR,,30.0,7.0,,,,1.0,https://www.ar.ch/verwaltung/departement-gesundheit-und-soziales/amt-fuer-gesundheit/informationsseite-coronavirus/,,,,,,47.416351999999996,9.36791,Appenzell Ausserrhoden,15,54.35
2020-03-23,00:00,BE,,470.0,,,,,5.0,https://www.besondere-lage.sites.be.ch/besondere-lage_sites/de/index/corona/index.html,,,,,,46.823608,7.636667,Bern,02,45.58
2020-03-23,14:00,BL,,302.0,,,,,3.0,https://www.baselland.ch/politik-und-behorden/direktionen/volkswirtschafts-und-gesundheitsdirektion/medienmitteilungen/update-289-bestaetigte-faelle-in-basel-landschaft-1,,,,,,47.45176,7.702414,Basel-Landschaft,13,105.23
2020-03-23,10:00,BS,235.0,376.0,56.0,,,78.0,5.0,https://www.coronavirus.bs.ch/nm/2020-tagesbulletin-coronavirus-376-bestaetigte-faelle-im-kanton-basel-stadt-gd.html,,,,,,47.564869,7.615259,Basel-Stadt,12,193.91
2020-03-23,18:00,FL,99.0,51.0,,,,,,https://www.regierung.li/media/attachments/140-corona-regierung-0323.pdf?t=637205847493377066,,,,,,47.166667,9.509722,Fürstentum Lichtenstein,00,132.12
2020-03-23,00:00,FR,30.0,226.0,35.0,,,,4.0,https://www.fr.ch/covid19/sante/covid-19/coronavirus-statistiques-evolution-de-la-situation-dans-le-canton,,,,,,46.718391,7.074008,Fribourg,10,71.72
2020-03-23,12:00,GE,,1509.0,214.0,43.0,41.0,,9.0,https://www.ge.ch/document/covid-19-situation-epidemiologique-geneve/telecharger,,,41.0,11.0,,46.220528,6.132935,Genève,25,304.73
2020-03-23,18:00,JU,,57.0,13.0,2.0,,,,https://www.jura.ch/fr/Autorites/Coronavirus/Accueil/Coronavirus-Informations-officielles-a-la-population-jurassienne.html,,,,,,47.350744,7.156107,Jura,26,77.76
2020-03-23,11:00,LU,,156.0,,,,,1.0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,,,,,,47.067763,8.1102,Luzern,03,38.38
2020-03-23,15:00,NE,,204.0,,,,,2.0,https://www.ne.ch/autorites/DFS/SCSP/medecin-cantonal/maladies-vaccinations/Pages/Coronavirus.aspx,,,,,,46.995534,6.780126,Neuchatel,24,114.61
2020-03-23,19:00,NW,,39.0,,,,,,https://www.nw.ch/gesundheitsamtdienste/6044,,,,,,46.926755,8.405302,Nidwalden,07,90.7
2020-03-23,00:00,OW,6.0,25.0,,,,,,https://www.ow.ch/de/verwaltung/dienstleistungen/?dienst_id=5962,,,,,,46.804527,8.144317000000001,Obwalden,06,66.49
2020-03-23,00:00,SG,,228.0,,,,,1.0,https://www.sg.ch/tools/informationen-coronavirus.html,,,,,,47.1832,9.274744,St. Gallen,17,45.18
2020-03-23,00:00,SH,,30.0,,,,,,https://sh.ch/CMS/Webseite/Kanton-Schaffhausen/Beh-rde/Verwaltung/Departement-des-Innern/Gesundheitsamt-3209198-DE.html,,,,,,47.71357,8.59167,Schaffhausen,14,36.86
2020-03-23,12:00,SO,,95.0,,,,,1.0,https://corona.so.ch/,,,,,,47.304135,7.639388,Solothurn,11,35.0
2020-03-23,00:00,TG,276.0,81.0,,,,,,https://www.tg.ch/news/fachdossier-coronavirus.html/10552,,,,,,47.568715,9.091957,Thurgau,01,29.58
2020-03-23,08:00,TI,,1165.0,261.0,45.0,43.0,,48.0,https://www4.ti.ch/area-media/comunicati/dettaglio-comunicato/?NEWS_ID=187510&tx_tichareamedia_comunicazioni%5Baction%5D=show&tx_tichareamedia_comunicazioni%5Bcontroller%5D=Comunicazioni&cHash=0120f665ab49651b9d66c876ef272a91,68.0,,,,,46.295617,8.808924,Ticino,21,329.38
2020-03-23,00:00,UR,85.0,22.0,1.0,,,1.0,,https://www.ur.ch/themen/2920,,,,,,46.771849,8.628586,Uri,04,60.61
2020-03-23,00:00,VD,,1822.0,223.0,41.0,,91.0,17.0,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/,,,,,,46.570091,6.557809000000001,Vaud,22,229.73
2020-03-23,00:00,VS,,527.0,70.0,10.0,7.0,,12.0,https://www.vs.ch/de/web/coronavirus,,,,,,46.209567,7.604659,Valais,23,154.32
2020-03-23,08:00,ZG,,62.0,1.0,,,10.0,,https://www.zg.ch/behoerden/gesundheitsdirektion/amt-fuer-gesundheit/corona,,,,,,47.157296,8.537294,Zug,09,49.44
2020-03-23,00:00,ZH,855.0,1068.0,,,,,5.0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html#title-content-internet-gesundheitsdirektion-de-themen-coronavirus-jcr-content-contentPar-textimage_7,59.0,11.0,,,,47.41275,8.65508,Zürich,01,71.0
2020-03-24,15:00,AG,,266.0,24.0,2.0,2.0,,2.0,https://www.ag.ch/media/kanton_aargau/themen_1/coronavirus_1/lagebulletins/200324_KFS_Coronavirus_Lagebulletin_18.pdf,,,,,,47.40966,8.15688,Aargau,01,39.64
2020-03-24,17:00,AI,,8.0,1.0,,,,,https://www.ai.ch/themen/gesundheit-alter-und-soziales/gesundheitsfoerderung-und-praevention/uebertragbare-krankheiten/coronavirus,,,,,,47.317264,9.416754,Appenzell Innerrhoden,16,49.69
2020-03-24,10:00,AR,,33.0,6.0,,,,2.0,https://www.ar.ch/verwaltung/departement-gesundheit-und-soziales/amt-fuer-gesundheit/informationsseite-coronavirus/,,,,,,47.416351999999996,9.36791,Appenzell Ausserrhoden,15,59.78
2020-03-24,00:00,BE,,532.0,,,,,6.0,https://www.besondere-lage.sites.be.ch/besondere-lage_sites/de/index/corona/index.html,,,,,,46.823608,7.636667,Bern,02,51.6
2020-03-24,15:30,BL,,306.0,,,,,4.0,https://www.baselland.ch/politik-und-behorden/direktionen/volkswirtschafts-und-gesundheitsdirektion/amt-fur-gesundheit/medizinische-dienste/kantonsarztlicher-dienst/aktuelles/covid-19-faelle-kanton-basel-landschaft,,,,,,47.45176,7.702414,Basel-Landschaft,13,106.62
2020-03-24,09:00,BS,235.0,414.0,58.0,,,105.0,5.0,https://www.coronavirus.bs.ch/nm/2020-tagesbulletin-coronavirus-414-bestaetigte-faelle-im-kanton-basel-stadt-gd.html,,,,,,47.564869,7.615259,Basel-Stadt,12,213.51
2020-03-24,00:00,FL,99.0,51.0,,,,,,https://www.regierung.li/media/attachments/143-coronavirus-praesenz-fernunterricht.pdf?t=637207680400073990,,,,,,47.166667,9.509722,Fürstentum Lichtenstein,00,132.12
2020-03-24,00:00,FR,30.0,255.0,35.0,,,,5.0,https://www.fr.ch/covid19/sante/covid-19/coronavirus-statistiques-evolution-de-la-situation-dans-le-canton,,,,,,46.718391,7.074008,Fribourg,10,80.93
2020-03-24,12:00,GE,,1598.0,238.0,41.0,41.0,103.0,12.0,https://www.ge.ch/document/covid-19-situation-epidemiologique-geneve/telecharger,,,41.0,21.0,,46.220528,6.132935,Genève,25,322.7
2020-03-24,13:30,GL,,33.0,3.0,,,,,https://www.gl.ch/verwaltung/finanzen-und-gesundheit/gesundheit/coronavirus.html/4817#Fallzahlen,,,,,,46.931042000000005,9.065751,Glarus,08,81.89
2020-03-24,00:00,GR,,276.0,29.0,,,,6.0,https://www.gr.ch/DE/institutionen/verwaltung/djsg/ga/coronavirus/info/Seiten/Start.aspx,,,,,,46.656248,9.628198,Graubünden,01,139.46
2020-03-24,17:00,JU,,66.0,16.0,3.0,,,,https://www.jura.ch/fr/Autorites/Coronavirus/Accueil/Coronavirus-Informations-officielles-a-la-population-jurassienne.html,,,,,,47.350744,7.156107,Jura,26,90.04
2020-03-24,11:00,LU,,205.0,,,,,2.0,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus,,,,,,47.067763,8.1102,Luzern,03,50.43
2020-03-24,15:00,NE,,230.0,,,,,2.0,https://www.ne.ch/autorites/DFS/SCSP/medecin-cantonal/maladies-vaccinations/Pages/Coronavirus.aspx,,,,,,46.995534,6.780126,Neuchatel,24,129.21
2020-03-24,15:15,NW,,42.0,,,,,,https://www.nw.ch/gesundheitsamtdienste/6044,,,,,,46.926755,8.405302,Nidwalden,07,97.67
2020-03-24,00:00,OW,6.0,25.0,,,,,,https://www.ow.ch/de/verwaltung/dienstleistungen/?dienst_id=5962,,,,,,46.804527,8.144317000000001,Obwalden,06,66.49
2020-03-24,00:00,SH,,32.0,,,,,,https://sh.ch/CMS/Webseite/Kanton-Schaffhausen/Beh-rde/Verwaltung/Departement-des-Innern/Gesundheitsamt-3209198-DE.html,,,,,,47.71357,8.59167,Schaffhausen,14,39.31
